idvente,idmagasin,idclient,datevente,satisfactionclient
v_6855,m_21,c_4,2021-03-22,0
v_6856,m_13,c_24,2021-03-22,2
v_6857,m_9,c_85,2021-03-22,4
v_6858,m_17,c_45,2021-03-22,2
v_6859,m_20,c_84,2021-03-22,5
v_6860,m_2,c_8,2021-03-22,3
v_6861,m_3,c_83,2021-03-22,5
v_6862,m_15,c_62,2021-03-22,3
v_6863,m_12,c_59,2021-03-22,3
v_6864,m_22,c_81,2021-03-22,4
v_6865,m_19,c_65,2021-03-23,5
v_6866,m_11,c_97,2021-03-23,4
v_6867,m_14,c_82,2021-03-23,0
v_6868,m_12,c_5,2021-03-23,0
v_6869,m_12,c_49,2021-03-23,2
v_6870,m_18,c_8,2021-03-23,0
v_6871,m_19,c_22,2021-03-23,3
v_6872,m_9,c_5,2021-03-23,1
v_6873,m_17,c_80,2021-03-23,3
v_6874,m_5,c_80,2021-03-23,2
v_6875,m_17,c_83,2021-03-23,0
v_6876,m_19,c_64,2021-03-23,5
v_6877,m_20,c_25,2021-03-23,4
v_6878,m_11,c_20,2021-03-23,3
v_6879,m_20,c_4,2021-03-23,1
v_6880,m_19,c_61,2021-03-23,5
v_6881,m_15,c_69,2021-03-23,0
v_6882,m_7,c_76,2021-03-23,2
v_6883,m_10,c_39,2021-03-23,1
v_6884,m_12,c_55,2021-03-23,5
v_6885,m_7,c_83,2021-03-23,1
v_6886,m_8,c_95,2021-03-24,4
v_6887,m_14,c_35,2021-03-24,1
v_6888,m_16,c_59,2021-03-24,1
v_6889,m_15,c_13,2021-03-24,1
v_6890,m_15,c_33,2021-03-24,1
v_6891,m_14,c_77,2021-03-24,2
v_6892,m_3,c_23,2021-03-24,4
v_6893,m_23,c_47,2021-03-24,5
v_6894,m_22,c_22,2021-03-24,0
v_6895,m_22,c_60,2021-03-24,4
v_6896,m_23,c_85,2021-03-24,1
v_6897,m_2,c_92,2021-03-24,4
v_6898,m_11,c_74,2021-03-24,3
v_6899,m_19,c_8,2021-03-24,2
v_6900,m_9,c_13,2021-03-24,4
v_6901,m_12,c_20,2021-03-24,5
v_6902,m_8,c_53,2021-03-24,4
v_6903,m_5,c_18,2021-03-24,2
v_6904,m_12,c_7,2021-03-24,0
v_6905,m_12,c_89,2021-03-24,0
v_6906,m_1,c_100,2021-03-24,3
v_6907,m_16,c_95,2021-03-24,5
v_6908,m_13,c_32,2021-03-24,0
v_6909,m_2,c_56,2021-03-25,1
v_6910,m_8,c_97,2021-03-25,0
v_6911,m_8,c_37,2021-03-25,1
v_6912,m_22,c_87,2021-03-25,2
v_6913,m_13,c_18,2021-03-25,1
v_6914,m_12,c_23,2021-03-25,5
v_6915,m_9,c_35,2021-03-25,0
v_6916,m_5,c_42,2021-03-25,5
v_6917,m_17,c_97,2021-03-25,1
v_6918,m_13,c_19,2021-03-25,2
v_6919,m_19,c_75,2021-03-25,2
v_6920,m_16,c_66,2021-03-25,5
v_6921,m_18,c_71,2021-03-25,5
v_6922,m_20,c_43,2021-03-25,3
v_6923,m_4,c_87,2021-03-25,2
v_6924,m_1,c_62,2021-03-25,2
v_6925,m_17,c_84,2021-03-26,4
v_6926,m_3,c_2,2021-03-26,2
v_6927,m_10,c_15,2021-03-26,5
v_6928,m_4,c_16,2021-03-27,5
v_6929,m_14,c_41,2021-03-27,2
v_6930,m_12,c_81,2021-03-27,4
v_6931,m_5,c_90,2021-03-27,1
v_6932,m_16,c_74,2021-03-27,3
v_6933,m_19,c_60,2021-03-27,3
v_6934,m_5,c_57,2021-03-27,5
v_6935,m_12,c_5,2021-03-27,4
v_6936,m_10,c_43,2021-03-27,2
v_6937,m_20,c_24,2021-03-27,3
v_6938,m_2,c_9,2021-03-27,4
v_6939,m_18,c_94,2021-03-27,1
v_6940,m_21,c_34,2021-03-27,3
v_6941,m_14,c_71,2021-03-28,4
v_6942,m_13,c_82,2021-03-28,2
v_6943,m_15,c_33,2021-03-28,4
v_6944,m_10,c_10,2021-03-28,3
v_6945,m_3,c_58,2021-03-28,2
v_6946,m_10,c_51,2021-03-28,4
v_6947,m_2,c_24,2021-03-28,0
v_6948,m_4,c_68,2021-03-28,4
v_6949,m_23,c_14,2021-03-28,1
v_6950,m_10,c_81,2021-03-28,0
v_6951,m_21,c_15,2021-03-29,1
v_6952,m_3,c_35,2021-03-29,5
v_6953,m_3,c_38,2021-03-29,2
v_6954,m_20,c_98,2021-03-29,4
v_6955,m_20,c_61,2021-03-29,5
v_6956,m_17,c_73,2021-03-29,3
v_6957,m_6,c_68,2021-03-29,1
v_6958,m_18,c_25,2021-03-29,4
v_6959,m_3,c_25,2021-03-29,2
v_6960,m_2,c_35,2021-03-29,4
v_6961,m_21,c_31,2021-03-29,4
v_6962,m_22,c_20,2021-03-29,1
v_6963,m_23,c_84,2021-03-29,5
v_6964,m_3,c_80,2021-03-29,1
v_6965,m_2,c_64,2021-03-29,2
v_6966,m_5,c_44,2021-03-29,0
v_6967,m_11,c_40,2021-03-29,1
v_6968,m_6,c_26,2021-03-29,3
v_6969,m_20,c_34,2021-03-29,2
v_6970,m_17,c_49,2021-03-29,3
v_6971,m_16,c_35,2021-03-29,4
v_6972,m_9,c_77,2021-03-29,3
v_6973,m_10,c_71,2021-03-29,5
v_6974,m_7,c_53,2021-03-29,0
v_6975,m_21,c_45,2021-03-29,4
v_6976,m_7,c_40,2021-03-30,2
v_6977,m_13,c_14,2021-03-30,4
v_6978,m_3,c_14,2021-03-30,4
v_6979,m_2,c_91,2021-03-30,4
v_6980,m_5,c_1,2021-03-30,5
v_6981,m_22,c_27,2021-03-30,0
v_6982,m_7,c_60,2021-03-30,4
v_6983,m_2,c_60,2021-03-30,4
v_6984,m_3,c_84,2021-03-30,3
v_6985,m_12,c_2,2021-03-30,2
v_6986,m_1,c_35,2021-03-30,3
v_6987,m_9,c_52,2021-03-30,2
v_6988,m_18,c_98,2021-03-30,4
v_6989,m_3,c_64,2021-03-30,0
v_6990,m_8,c_74,2021-03-30,1
v_6991,m_2,c_54,2021-03-30,1
v_6992,m_13,c_14,2021-03-30,5
v_6993,m_15,c_20,2021-03-30,0
v_6994,m_7,c_54,2021-03-30,0
v_6995,m_12,c_5,2021-03-30,0
v_6996,m_21,c_75,2021-03-30,2
v_6997,m_5,c_84,2021-03-30,1
v_6998,m_4,c_85,2021-03-30,3
v_6999,m_7,c_87,2021-03-30,5
v_7000,m_11,c_23,2021-03-30,1
v_7001,m_15,c_7,2021-03-30,0
v_7002,m_10,c_86,2021-03-30,3
v_7003,m_9,c_69,2021-03-31,1
v_7004,m_6,c_84,2021-03-31,5
v_7005,m_20,c_83,2021-03-31,2
v_7006,m_8,c_60,2021-03-31,2
v_7007,m_11,c_81,2021-03-31,0
v_7008,m_5,c_30,2021-04-01,1
v_7009,m_12,c_21,2021-04-01,0
v_7010,m_12,c_78,2021-04-01,4
v_7011,m_4,c_20,2021-04-01,1
v_7012,m_5,c_8,2021-04-01,3
v_7013,m_12,c_74,2021-04-02,2
v_7014,m_15,c_49,2021-04-02,3
v_7015,m_10,c_54,2021-04-02,0
v_7016,m_1,c_6,2021-04-02,4
v_7017,m_8,c_94,2021-04-02,5
v_7018,m_3,c_88,2021-04-02,0
v_7019,m_21,c_10,2021-04-02,2
v_7020,m_14,c_13,2021-04-02,5
v_7021,m_8,c_38,2021-04-02,2
v_7022,m_21,c_47,2021-04-02,1
v_7023,m_22,c_30,2021-04-02,2
v_7024,m_11,c_52,2021-04-02,3
v_7025,m_1,c_25,2021-04-02,2
v_7026,m_21,c_81,2021-04-03,0
v_7027,m_2,c_34,2021-04-03,5
v_7028,m_21,c_19,2021-04-03,4
v_7029,m_13,c_53,2021-04-03,1
v_7030,m_20,c_96,2021-04-03,5
v_7031,m_17,c_8,2021-04-03,5
v_7032,m_18,c_2,2021-04-03,1
v_7033,m_9,c_31,2021-04-04,1
v_7034,m_4,c_2,2021-04-04,5
v_7035,m_22,c_61,2021-04-04,4
v_7036,m_13,c_7,2021-04-04,1
v_7037,m_17,c_36,2021-04-04,4
v_7038,m_8,c_40,2021-04-04,2
v_7039,m_3,c_2,2021-04-04,4
v_7040,m_9,c_12,2021-04-04,3
v_7041,m_16,c_71,2021-04-04,2
v_7042,m_11,c_50,2021-04-04,4
v_7043,m_13,c_24,2021-04-04,4
v_7044,m_16,c_74,2021-04-04,4
v_7045,m_19,c_69,2021-04-04,5
v_7046,m_9,c_85,2021-04-04,2
v_7047,m_23,c_48,2021-04-04,0
v_7048,m_13,c_41,2021-04-04,4
v_7049,m_20,c_13,2021-04-04,0
v_7050,m_12,c_8,2021-04-04,5
v_7051,m_18,c_37,2021-04-04,4
v_7052,m_21,c_31,2021-04-04,1
v_7053,m_3,c_91,2021-04-04,2
v_7054,m_20,c_49,2021-04-04,2
v_7055,m_13,c_2,2021-04-04,2
v_7056,m_20,c_65,2021-04-04,4
v_7057,m_14,c_84,2021-04-04,2
v_7058,m_14,c_3,2021-04-05,1
v_7059,m_12,c_33,2021-04-05,1
v_7060,m_9,c_44,2021-04-05,3
v_7061,m_8,c_84,2021-04-05,0
v_7062,m_9,c_81,2021-04-05,5
v_7063,m_14,c_23,2021-04-06,3
v_7064,m_5,c_38,2021-04-06,5
v_7065,m_14,c_42,2021-04-06,2
v_7066,m_22,c_61,2021-04-06,2
v_7067,m_11,c_4,2021-04-06,1
v_7068,m_12,c_14,2021-04-06,0
v_7069,m_19,c_11,2021-04-06,4
v_7070,m_9,c_58,2021-04-06,0
v_7071,m_4,c_49,2021-04-06,3
v_7072,m_11,c_75,2021-04-06,4
v_7073,m_6,c_2,2021-04-06,3
v_7074,m_7,c_99,2021-04-06,4
v_7075,m_6,c_9,2021-04-07,4
v_7076,m_14,c_67,2021-04-07,5
v_7077,m_21,c_22,2021-04-07,0
v_7078,m_4,c_95,2021-04-07,0
v_7079,m_5,c_29,2021-04-07,2
v_7080,m_4,c_79,2021-04-07,5
v_7081,m_8,c_71,2021-04-07,3
v_7082,m_20,c_73,2021-04-07,3
v_7083,m_2,c_75,2021-04-08,4
v_7084,m_13,c_97,2021-04-08,3
v_7085,m_17,c_54,2021-04-08,1
v_7086,m_22,c_79,2021-04-08,5
v_7087,m_4,c_56,2021-04-08,1
v_7088,m_22,c_20,2021-04-08,1
v_7089,m_10,c_97,2021-04-08,2
v_7090,m_3,c_38,2021-04-08,0
v_7091,m_7,c_6,2021-04-08,2
v_7092,m_14,c_96,2021-04-08,4
v_7093,m_11,c_35,2021-04-08,5
v_7094,m_13,c_94,2021-04-08,4
v_7095,m_23,c_17,2021-04-08,2
v_7096,m_10,c_18,2021-04-08,0
v_7097,m_11,c_62,2021-04-08,1
v_7098,m_17,c_13,2021-04-08,5
v_7099,m_12,c_67,2021-04-08,2
v_7100,m_10,c_93,2021-04-08,4
v_7101,m_12,c_61,2021-04-08,2
v_7102,m_10,c_59,2021-04-09,3
v_7103,m_15,c_65,2021-04-09,4
v_7104,m_2,c_12,2021-04-09,1
v_7105,m_16,c_63,2021-04-09,2
v_7106,m_2,c_32,2021-04-09,5
v_7107,m_19,c_46,2021-04-09,2
v_7108,m_9,c_35,2021-04-09,1
v_7109,m_5,c_24,2021-04-09,1
v_7110,m_14,c_52,2021-04-09,3
v_7111,m_18,c_16,2021-04-09,5
v_7112,m_15,c_99,2021-04-09,2
v_7113,m_4,c_90,2021-04-09,3
v_7114,m_7,c_28,2021-04-09,3
v_7115,m_20,c_13,2021-04-09,0
v_7116,m_5,c_100,2021-04-09,1
v_7117,m_2,c_73,2021-04-09,1
v_7118,m_17,c_87,2021-04-10,3
v_7119,m_6,c_30,2021-04-10,2
v_7120,m_8,c_31,2021-04-11,3
v_7121,m_21,c_70,2021-04-11,0
v_7122,m_2,c_44,2021-04-11,1
v_7123,m_19,c_14,2021-04-11,3
v_7124,m_19,c_57,2021-04-11,1
v_7125,m_6,c_68,2021-04-11,1
v_7126,m_10,c_68,2021-04-12,2
v_7127,m_18,c_83,2021-04-12,4
v_7128,m_2,c_80,2021-04-12,3
v_7129,m_19,c_34,2021-04-12,1
v_7130,m_1,c_77,2021-04-12,0
v_7131,m_8,c_83,2021-04-12,4
v_7132,m_17,c_82,2021-04-12,5
v_7133,m_7,c_46,2021-04-12,3
v_7134,m_5,c_98,2021-04-12,4
v_7135,m_10,c_34,2021-04-12,2
v_7136,m_8,c_74,2021-04-12,3
v_7137,m_15,c_88,2021-04-12,4
v_7138,m_11,c_55,2021-04-12,4
v_7139,m_23,c_37,2021-04-12,2
v_7140,m_11,c_42,2021-04-12,0
v_7141,m_18,c_86,2021-04-12,2
v_7142,m_7,c_70,2021-04-12,2
v_7143,m_13,c_14,2021-04-12,4
v_7144,m_22,c_5,2021-04-12,0
v_7145,m_21,c_9,2021-04-12,4
v_7146,m_10,c_24,2021-04-12,5
v_7147,m_1,c_31,2021-04-13,2
v_7148,m_13,c_37,2021-04-13,3
v_7149,m_2,c_77,2021-04-13,2
v_7150,m_4,c_42,2021-04-13,0
v_7151,m_20,c_37,2021-04-13,0
v_7152,m_20,c_97,2021-04-13,1
v_7153,m_14,c_76,2021-04-13,4
v_7154,m_18,c_37,2021-04-13,0
v_7155,m_15,c_11,2021-04-13,4
v_7156,m_17,c_20,2021-04-13,0
v_7157,m_11,c_10,2021-04-13,1
v_7158,m_9,c_79,2021-04-13,4
v_7159,m_6,c_13,2021-04-13,2
v_7160,m_16,c_99,2021-04-13,0
v_7161,m_2,c_72,2021-04-13,4
v_7162,m_1,c_34,2021-04-13,5
v_7163,m_21,c_65,2021-04-13,1
v_7164,m_8,c_89,2021-04-13,0
v_7165,m_16,c_64,2021-04-13,1
v_7166,m_18,c_69,2021-04-13,0
v_7167,m_15,c_56,2021-04-13,3
v_7168,m_6,c_34,2021-04-13,1
v_7169,m_17,c_100,2021-04-13,2
v_7170,m_16,c_71,2021-04-13,0
v_7171,m_23,c_55,2021-04-13,1
v_7172,m_16,c_75,2021-04-13,3
v_7173,m_16,c_32,2021-04-13,2
v_7174,m_23,c_8,2021-04-14,0
v_7175,m_2,c_5,2021-04-14,2
v_7176,m_12,c_50,2021-04-14,5
v_7177,m_13,c_85,2021-04-14,0
v_7178,m_1,c_10,2021-04-14,0
v_7179,m_3,c_98,2021-04-14,3
v_7180,m_8,c_17,2021-04-14,0
v_7181,m_10,c_97,2021-04-14,5
v_7182,m_13,c_13,2021-04-14,1
v_7183,m_5,c_21,2021-04-14,2
v_7184,m_11,c_31,2021-04-14,1
v_7185,m_7,c_40,2021-04-14,1
v_7186,m_7,c_69,2021-04-14,5
v_7187,m_8,c_16,2021-04-14,0
v_7188,m_6,c_17,2021-04-14,0
v_7189,m_8,c_19,2021-04-14,2
v_7190,m_14,c_39,2021-04-14,2
v_7191,m_6,c_37,2021-04-14,3
v_7192,m_9,c_4,2021-04-14,5
v_7193,m_2,c_14,2021-04-14,4
v_7194,m_6,c_40,2021-04-14,1
v_7195,m_8,c_99,2021-04-15,2
v_7196,m_23,c_97,2021-04-15,5
v_7197,m_18,c_36,2021-04-15,0
v_7198,m_21,c_39,2021-04-15,5
v_7199,m_5,c_53,2021-04-15,1
v_7200,m_18,c_41,2021-04-15,1
v_7201,m_1,c_53,2021-04-15,2
v_7202,m_4,c_30,2021-04-15,5
v_7203,m_19,c_35,2021-04-15,5
v_7204,m_12,c_69,2021-04-15,3
v_7205,m_9,c_94,2021-04-16,0
v_7206,m_9,c_90,2021-04-16,0
v_7207,m_10,c_5,2021-04-16,5
v_7208,m_8,c_54,2021-04-16,2
v_7209,m_15,c_44,2021-04-16,0
v_7210,m_9,c_40,2021-04-16,1
v_7211,m_14,c_83,2021-04-16,1
v_7212,m_12,c_47,2021-04-16,4
v_7213,m_9,c_39,2021-04-16,0
v_7214,m_21,c_78,2021-04-16,3
v_7215,m_19,c_29,2021-04-16,5
v_7216,m_4,c_31,2021-04-16,1
v_7217,m_14,c_71,2021-04-16,3
v_7218,m_7,c_6,2021-04-16,1
v_7219,m_8,c_99,2021-04-16,1
v_7220,m_22,c_68,2021-04-16,3
v_7221,m_4,c_42,2021-04-16,1
v_7222,m_11,c_31,2021-04-16,5
v_7223,m_20,c_32,2021-04-16,1
v_7224,m_9,c_77,2021-04-16,3
v_7225,m_12,c_73,2021-04-16,4
v_7226,m_20,c_100,2021-04-16,3
v_7227,m_15,c_2,2021-04-17,5
v_7228,m_1,c_94,2021-04-17,3
v_7229,m_8,c_86,2021-04-17,1
v_7230,m_11,c_87,2021-04-17,5
v_7231,m_14,c_45,2021-04-17,5
v_7232,m_13,c_67,2021-04-17,2
v_7233,m_10,c_11,2021-04-17,5
v_7234,m_23,c_72,2021-04-17,4
v_7235,m_8,c_22,2021-04-17,3
v_7236,m_5,c_80,2021-04-17,4
v_7237,m_22,c_5,2021-04-17,4
v_7238,m_15,c_99,2021-04-18,0
v_7239,m_15,c_17,2021-04-18,0
v_7240,m_7,c_5,2021-04-18,5
v_7241,m_10,c_34,2021-04-18,4
v_7242,m_6,c_72,2021-04-18,4
v_7243,m_19,c_30,2021-04-18,2
v_7244,m_7,c_65,2021-04-18,4
v_7245,m_9,c_67,2021-04-19,0
v_7246,m_8,c_48,2021-04-19,1
v_7247,m_3,c_23,2021-04-19,3
v_7248,m_12,c_11,2021-04-19,5
v_7249,m_3,c_58,2021-04-19,2
v_7250,m_9,c_68,2021-04-19,2
v_7251,m_17,c_22,2021-04-19,2
v_7252,m_7,c_66,2021-04-19,3
v_7253,m_3,c_29,2021-04-19,3
v_7254,m_8,c_71,2021-04-19,1
v_7255,m_4,c_97,2021-04-19,5
v_7256,m_8,c_75,2021-04-19,0
v_7257,m_13,c_32,2021-04-19,5
v_7258,m_10,c_92,2021-04-19,4
v_7259,m_11,c_48,2021-04-19,0
v_7260,m_8,c_31,2021-04-19,0
v_7261,m_21,c_17,2021-04-19,5
v_7262,m_8,c_53,2021-04-19,1
v_7263,m_8,c_73,2021-04-19,4
v_7264,m_17,c_53,2021-04-19,0
v_7265,m_10,c_29,2021-04-19,5
v_7266,m_5,c_80,2021-04-19,1
v_7267,m_14,c_38,2021-04-19,2
v_7268,m_3,c_4,2021-04-19,2
v_7269,m_8,c_73,2021-04-19,4
v_7270,m_14,c_42,2021-04-19,5
v_7271,m_15,c_55,2021-04-19,0
v_7272,m_2,c_53,2021-04-20,2
v_7273,m_22,c_68,2021-04-20,4
v_7274,m_16,c_79,2021-04-20,4
v_7275,m_22,c_10,2021-04-20,4
v_7276,m_6,c_2,2021-04-20,4
v_7277,m_11,c_15,2021-04-20,1
v_7278,m_22,c_28,2021-04-20,0
v_7279,m_3,c_85,2021-04-20,2
v_7280,m_13,c_61,2021-04-20,5
v_7281,m_23,c_71,2021-04-20,3
v_7282,m_7,c_70,2021-04-20,1
v_7283,m_19,c_31,2021-04-20,1
v_7284,m_9,c_84,2021-04-20,1
v_7285,m_16,c_77,2021-04-20,5
v_7286,m_10,c_80,2021-04-20,4
v_7287,m_15,c_51,2021-04-20,0
v_7288,m_9,c_17,2021-04-20,2
v_7289,m_4,c_51,2021-04-20,5
v_7290,m_6,c_97,2021-04-20,4
v_7291,m_10,c_32,2021-04-20,1
v_7292,m_6,c_31,2021-04-21,4
v_7293,m_23,c_72,2021-04-21,1
v_7294,m_10,c_11,2021-04-21,0
v_7295,m_20,c_77,2021-04-21,2
v_7296,m_15,c_61,2021-04-21,5
v_7297,m_21,c_2,2021-04-21,5
v_7298,m_11,c_2,2021-04-21,3
v_7299,m_17,c_39,2021-04-21,0
v_7300,m_13,c_14,2021-04-21,2
v_7301,m_16,c_36,2021-04-21,0
v_7302,m_19,c_8,2021-04-21,4
v_7303,m_6,c_37,2021-04-21,5
v_7304,m_12,c_8,2021-04-21,5
v_7305,m_6,c_38,2021-04-21,4
v_7306,m_13,c_7,2021-04-21,5
v_7307,m_19,c_89,2021-04-21,3
v_7308,m_6,c_33,2021-04-21,4
v_7309,m_21,c_5,2021-04-21,3
v_7310,m_3,c_95,2021-04-21,4
v_7311,m_21,c_36,2021-04-21,5
v_7312,m_20,c_84,2021-04-21,1
v_7313,m_12,c_25,2021-04-21,3
v_7314,m_11,c_67,2021-04-21,0
v_7315,m_1,c_14,2021-04-21,0
v_7316,m_6,c_19,2021-04-21,4
v_7317,m_1,c_91,2021-04-21,2
v_7318,m_6,c_58,2021-04-21,5
v_7319,m_15,c_28,2021-04-21,2
v_7320,m_6,c_60,2021-04-21,2
v_7321,m_3,c_62,2021-04-21,1
v_7322,m_2,c_1,2021-04-22,0
v_7323,m_22,c_4,2021-04-22,5
v_7324,m_23,c_50,2021-04-22,3
v_7325,m_20,c_25,2021-04-22,0
v_7326,m_12,c_8,2021-04-22,2
v_7327,m_3,c_58,2021-04-22,3
v_7328,m_11,c_31,2021-04-22,1
v_7329,m_9,c_92,2021-04-22,0
v_7330,m_22,c_100,2021-04-22,4
v_7331,m_18,c_67,2021-04-22,2
v_7332,m_9,c_42,2021-04-22,0
v_7333,m_13,c_29,2021-04-22,3
v_7334,m_6,c_45,2021-04-22,3
v_7335,m_20,c_30,2021-04-22,3
v_7336,m_12,c_82,2021-04-22,5
v_7337,m_18,c_84,2021-04-22,5
v_7338,m_1,c_8,2021-04-22,3
v_7339,m_16,c_73,2021-04-22,4
v_7340,m_17,c_3,2021-04-22,3
v_7341,m_6,c_75,2021-04-23,1
v_7342,m_20,c_33,2021-04-23,1
v_7343,m_4,c_75,2021-04-23,5
v_7344,m_4,c_67,2021-04-23,0
v_7345,m_10,c_46,2021-04-23,0
v_7346,m_11,c_81,2021-04-23,5
v_7347,m_12,c_3,2021-04-23,1
v_7348,m_5,c_68,2021-04-23,1
v_7349,m_21,c_72,2021-04-23,0
v_7350,m_3,c_26,2021-04-23,3
v_7351,m_9,c_94,2021-04-23,5
v_7352,m_11,c_86,2021-04-23,1
v_7353,m_11,c_39,2021-04-23,0
v_7354,m_17,c_83,2021-04-23,1
v_7355,m_5,c_94,2021-04-23,1
v_7356,m_18,c_42,2021-04-24,0
v_7357,m_16,c_16,2021-04-24,5
v_7358,m_10,c_85,2021-04-24,3
v_7359,m_11,c_32,2021-04-24,5
v_7360,m_20,c_63,2021-04-24,3
v_7361,m_5,c_20,2021-04-24,1
v_7362,m_7,c_28,2021-04-24,5
v_7363,m_19,c_65,2021-04-24,5
v_7364,m_3,c_62,2021-04-24,3
v_7365,m_3,c_64,2021-04-24,5
v_7366,m_3,c_61,2021-04-24,4
v_7367,m_14,c_37,2021-04-24,2
v_7368,m_3,c_96,2021-04-24,0
v_7369,m_10,c_83,2021-04-24,5
v_7370,m_16,c_85,2021-04-25,5
v_7371,m_8,c_81,2021-04-25,4
v_7372,m_2,c_83,2021-04-25,2
v_7373,m_19,c_70,2021-04-25,0
v_7374,m_6,c_27,2021-04-25,0
v_7375,m_15,c_31,2021-04-26,3
v_7376,m_22,c_61,2021-04-26,1
v_7377,m_11,c_42,2021-04-26,1
v_7378,m_22,c_32,2021-04-26,4
v_7379,m_8,c_39,2021-04-26,5
v_7380,m_18,c_73,2021-04-26,4
v_7381,m_15,c_71,2021-04-26,5
v_7382,m_16,c_100,2021-04-26,5
v_7383,m_18,c_75,2021-04-26,1
v_7384,m_7,c_45,2021-04-26,1
v_7385,m_21,c_56,2021-04-27,4
v_7386,m_20,c_88,2021-04-27,1
v_7387,m_18,c_84,2021-04-27,1
v_7388,m_1,c_61,2021-04-27,5
v_7389,m_19,c_36,2021-04-27,1
v_7390,m_1,c_29,2021-04-27,5
v_7391,m_4,c_2,2021-04-27,5
v_7392,m_20,c_95,2021-04-27,2
v_7393,m_13,c_47,2021-04-27,1
v_7394,m_19,c_51,2021-04-27,4
v_7395,m_4,c_46,2021-04-27,3
v_7396,m_17,c_41,2021-04-27,3
v_7397,m_22,c_60,2021-04-27,3
v_7398,m_3,c_3,2021-04-27,5
v_7399,m_8,c_85,2021-04-27,3
v_7400,m_5,c_47,2021-04-27,2
v_7401,m_17,c_54,2021-04-27,5
v_7402,m_21,c_77,2021-04-27,5
v_7403,m_17,c_91,2021-04-27,3
v_7404,m_9,c_48,2021-04-27,1
v_7405,m_6,c_81,2021-04-27,1
v_7406,m_22,c_58,2021-04-27,2
v_7407,m_20,c_87,2021-04-27,4
v_7408,m_13,c_17,2021-04-27,0
v_7409,m_5,c_49,2021-04-27,3
v_7410,m_1,c_19,2021-04-27,2
v_7411,m_13,c_89,2021-04-27,1
v_7412,m_20,c_21,2021-04-27,0
v_7413,m_2,c_51,2021-04-28,4
v_7414,m_10,c_49,2021-04-28,2
v_7415,m_8,c_1,2021-04-28,5
v_7416,m_12,c_39,2021-04-28,1
v_7417,m_6,c_3,2021-04-28,1
v_7418,m_8,c_34,2021-04-28,4
v_7419,m_1,c_33,2021-04-28,5
v_7420,m_22,c_46,2021-04-28,5
v_7421,m_20,c_22,2021-04-28,5
v_7422,m_3,c_35,2021-04-29,5
v_7423,m_15,c_60,2021-04-29,1
v_7424,m_13,c_64,2021-04-29,5
v_7425,m_23,c_10,2021-04-29,0
v_7426,m_17,c_4,2021-04-29,5
v_7427,m_10,c_73,2021-04-29,2
v_7428,m_23,c_27,2021-04-29,3
v_7429,m_14,c_59,2021-04-29,2
v_7430,m_21,c_92,2021-04-29,4
v_7431,m_17,c_29,2021-04-29,5
v_7432,m_19,c_55,2021-04-29,1
v_7433,m_20,c_85,2021-04-29,0
v_7434,m_17,c_13,2021-04-29,5
v_7435,m_13,c_99,2021-04-29,0
v_7436,m_11,c_82,2021-04-29,1
v_7437,m_4,c_21,2021-04-29,2
v_7438,m_3,c_23,2021-04-29,1
v_7439,m_11,c_33,2021-04-29,1
v_7440,m_21,c_70,2021-04-29,5
v_7441,m_13,c_78,2021-04-30,5
v_7442,m_12,c_83,2021-04-30,5
v_7443,m_19,c_51,2021-04-30,4
v_7444,m_15,c_82,2021-04-30,2
v_7445,m_18,c_84,2021-04-30,2
v_7446,m_20,c_74,2021-04-30,1
v_7447,m_1,c_30,2021-04-30,1
v_7448,m_18,c_5,2021-04-30,1
v_7449,m_15,c_92,2021-04-30,4
v_7450,m_6,c_24,2021-04-30,5
v_7451,m_21,c_40,2021-04-30,0
v_7452,m_16,c_25,2021-04-30,1
v_7453,m_2,c_27,2021-04-30,5
v_7454,m_23,c_80,2021-04-30,0
v_7455,m_1,c_14,2021-04-30,1
v_7456,m_18,c_32,2021-04-30,0
v_7457,m_20,c_18,2021-04-30,4
v_7458,m_12,c_32,2021-04-30,4
v_7459,m_6,c_50,2021-04-30,3
v_7460,m_13,c_69,2021-04-30,1
v_7461,m_15,c_24,2021-04-30,5
v_7462,m_1,c_7,2021-04-30,4
v_7463,m_18,c_23,2021-04-30,1
v_7464,m_6,c_92,2021-04-30,1
v_7465,m_17,c_29,2021-04-30,2
v_7466,m_11,c_80,2021-04-30,2
v_7467,m_7,c_100,2021-05-01,2
v_7468,m_12,c_36,2021-05-01,1
v_7469,m_21,c_1,2021-05-01,5
v_7470,m_12,c_66,2021-05-01,3
v_7471,m_23,c_33,2021-05-01,5
v_7472,m_22,c_32,2021-05-01,0
v_7473,m_10,c_33,2021-05-01,0
v_7474,m_18,c_30,2021-05-01,5
v_7475,m_6,c_69,2021-05-01,2
v_7476,m_20,c_58,2021-05-01,2
v_7477,m_6,c_95,2021-05-01,0
v_7478,m_17,c_90,2021-05-01,2
v_7479,m_16,c_84,2021-05-01,4
v_7480,m_15,c_60,2021-05-01,3
v_7481,m_22,c_87,2021-05-01,4
v_7482,m_6,c_3,2021-05-01,4
v_7483,m_19,c_47,2021-05-01,5
v_7484,m_15,c_91,2021-05-01,3
v_7485,m_1,c_63,2021-05-01,5
v_7486,m_17,c_31,2021-05-01,3
v_7487,m_20,c_17,2021-05-01,4
v_7488,m_20,c_1,2021-05-01,1
v_7489,m_9,c_25,2021-05-01,3
